1.386818335 0.004825387
1.403539934 0.017922141
1.391813788 0.009739848
1.391813788 0.002431185
1.391813788 0.0013282
1.420463153 0.041386323
1.445653674 0.083771154
1.4866534 0.154145988
1.55034347 0.264441029
1.646091297 0.441112132
1.779457874 0.712612156
1.958525824 1.138987096
2.194717828 1.788373129
2.489048044 2.755301579
2.839817734 4.10065567
3.240019727 5.930404011
3.696620282 8.334164601
4.217567379 11.71223739
4.81192907 15.96372589
5.490051324 21.75848523
6.263738119 29.09517208
7.146456911 38.46200577
8.153573059 50.94166547
9.247036142 66.14242937
